class	tweet
0	Оксикодон, гидроморфон и метилпреднизолон Серены Уильямс дружно обыграли в теннис тоже далеко непростые триамцинолон и формотерол её сестры.
0	тогда я тем паче не понимаю, причем здесь сальбутамол? он вообще не от этого же О_о
0	знакомая доктор говорила, что тамифлю имеет некоторую доказанную эффективность.) но, я подозреваю, что если процесс ускоряется пусть даже на 10%, то это не стоит затраченных финансов
0	Обошёл семь аптек самурай. Баклофен по рецепту. Снова бухать.
1	Когла таксист врубает нужен ксанакс, жизнь становится ярче.
0	мне нужно 70 коктейлей, 40 ксанакса, секс, спа, массаж, медикаментозная марихуана, ванна, интравенозная терапия, маникюр, капкейк и объятие
0	И уносят меня, и уносят меня, В состоянье "довольный дурак" Три белых коня, эх три белых коня: Мидокалм, Кетонал и Прозак.
0	не нашёл квентиакс за 400 рублей пришлось брать сероквель за 1010((((((((((((
0	нууу, горло пшикаю, маман еще флустоп купила вроде, на ночь выпью
0	сегодня я перешла на минимальную дозу венлафаксина (четверть от 75 мг-таблетки в день) и мне осталось пить его всего 10 дней о боже
0	Начать жрать аддерал или 5хтп что-ли
1	Бляха, зарекался ведь пить воткаят после энергетика под баклосаном на пустой желудок. Чет мне хуево, на плечи давит. Мне пизда
1	я очень плохо тошноту переношу, так что я ламотриджин тупо дропнула
1	смотря что пить. От флуоксетина похудела за месяц на 4 кг, хотя специально для этого ничего не делала) но не советую, конечно
1	Это флувоксамин! Другой препарат и стоит в десять раз больше флуоксетина :( Я сама думала, что вот Грандаксин мне не нужен, потому что ПА у меня прошли, но врачиня сказала принимать. Возможно, у меня и правда тревожность, просто я уже не замечаю, что можно по-другому.
0	@AliceOdindottir Рекситин - сиозс, дженерик - пароксетин. Который, судя по воздействию и отзывам, тупо распиздячивет психику в щепки.  феназепам - бензодиазепин, тревожность он не убирает, тупо вырубает в сон, с него как овощ даже на минималках.  Требуй замены Феназепама на алпразолам.
0	В спектакле-продолжении «Гарри Поттера» Гермиона — негритянка. Подозреваю, что ещё и беженка-трансгендер с пачкой прозака в кармане.
1	не увлекайся, в штатах тип на отходах от паксила (оригинал венгерской поделки с фото) пострелял домочадцев из ружья и застрелился сам.
0	Там на Госзакупках еще не появился запрос котировки: "Имодиум! В Кремль! Срочно!"?
0	Доставай траву, доставай габапентин, доставай бутылку. Нам предстоят весёлые пару месяцев
1	сука сука сука ебаная тревога да что ж ты будешь делать можно жрать кветиапин постоянно спать и не тревожиться можно не жрать кветиапин и всё равно постоянно спать но тревожиться
0	Да пропей ты уже паксил))
1	Да флуоксетин, т.к. от него аппетит уменьшается и он дешёвый
0	И мне нахуй нужен ксанакс если есть прегабалин
0	&gt;общаешься с мужчинами 26+ &gt;через раз шутишь про сеалекс
0	@Lodochnaya31str С афп ничего. АСТ - обычно назначают гептрал или урсофальк. ТТГ - левотироксин
1	вот пион читал, но не пробовал лично. Сегодня у меня фенотропил с габапентином. Улыбаюсь, планов море, уверенности вагон. К вечеру только притормозило сильно, вырубает спать, надо что-то менять будет. Но весь день бодрячком и с улыбкой :)
1	Смотрела недавно видос одной девушки, которая говорила о флуоксетине Мол, да, сначала помогало, а потом ей стало ПОХУЙ КОНКРЕТНО НА ВСЕ Что бы ни происходило. Абсолютно.на.все.
0	пытаюсь закончить работу по страхованию и думаю, что мне бы сейчас аддерал точно не помешал бы.
0	Катюш, единоразово 4 таблетки римантадина +1-2(в зависимости от тяжести случая) таблетки ципролета. Сразу становится заметно лучше. следующие дни 1 т ципролета, 2 римантадина,около 5 дней. Горло полоскать раствор Оки,прыскать каметоном, жевать красный граммидин)ну и нос капать
0	Плюсую - АД это всегда перебор препаратов, которые подходят лично тебе. Мне самым удачным показалась Селектра, самым спокойным Паксил - но назначать их стоит только с врачом. А вообще - будь здорова! Лучше сходить к врачу чем как в меме сидеть дома и надеяться не умереть )
0	Идет 104-ый день работы без выходных!..🙈🤣 /  / Я пью Метаквалон 15 раз в день, чтобы спина не болела. Адрал, чтобы быть в фокусе. Ксанакс, чтобы снять напряг. Травку, чтобы уснуть. Кокаин, чтобы проснуться. И Морфин, ну, потому что .. https://t.co/zA6dlBuOe4
1	@Riot_Ko и он уменьшает объем мозга, как и оланзапин
1	Я начинаю процедуру выползания из дома. Флуоксетин закончился, а без него такой откат будет, что вообще в овощ превращусь.
0	люберцы это 52 штат сша там есть ксанакс
0	и как бы присутствие прозака не влияло на количество алкоголя
1	Есть перестал, прозак криво вставлял, с травой засада Транков нет, сна хуй дождёшься, самооценка ноль, не помогает алкоголь Сознание спутано, бред, друзья беспокоятся, я с ними груб
0	@zvezdunova94 спасибо!!)) выдали в аптеке короче капли ципрофлоксацин и мазь гидрокортизон)) и яйцо тоже приложу)))
0	Но у нас около раза в неделю приступы, на этот случай она прописала Сальбутамол
1	Хотя, может, это потому что сегодня впервые въебал карбамазепин утром. Психиатр говорил, что от ламотриджина меньше седация, но его медленнее и дольше повышать нужно, как будто я куда-то тороплюсь :( Буду ламотриджин просить, наверное!
0	надо бы. Уж очень хочется посидеть на декстроамфетамине
0	Как фанат творчества Паши Техника я должна носить маску обезьяны, ходить по улице без штанов и жрать ксанакс, но делать это я конечно же не буду
0	а отца бы я отравила до банальности легко просто подсыпала бы в его выпивку пару пачек самого обыкновенного флуоксетина он и не заметит
0	Сальбутамол от астмы запрещен для спортсменов. Хуя😀 а я им тут развлекаюсь, се, я не спортсмен 🤷🏽‍♀️😂
0	Въебала флуоксетина, хоть успокоилась немного
0	Закинуться фексадином 180 мг, в глаза дексаметазон, в нос сначала аквамарис самый лёгкий, потом фликсоназе/назарел (1й точно помогает, 2й послабее, но дешевле)
0	Конец веселью - паника берёт вверх.  Кажется, кто-то будет упиваться ромашкой и мятой. Или просто выпьет побольше неурола.
0	Отошёл от ксанакса смотрю? Давай по марксу?)
0	Если нет тамифлю и релензы, можно пить ремантадин? -
1	Забыла вчера выпить алпразолам перед сном - страдала бессонницей до четырёх утра, пока не встала и не пошла за таблеткой. Не знаю, что это было. Совпадение и самовнушение или реально такой эффект.
0	Я выжрал Ксанакс, мне легче
0	Какое слово у тебя никак не получается выговорить с первого раза? — Ципрофлоксацин
1	оно роняет давление. я от сероквеля не раз в обмороки падал.
0	У нас от гриппа есть только 2 доказанных эффективных лекарства: реленза и тамифлю. Оба считаются что-то типа крайней меры (учитывая цену 800 за пачку), но последний исследован даже для профилактического применения и типа помогает
1	Приём запрещённых препаратов действительно влияет на когнитивные способности: например амфетамин улучшает умственные способности, его добавляют в адерал, который американские студенты принимают для того, чтобы лучше учиться, а кокаин помогает не уставать и работать дольше.
0	ношпу теперь пить не надо. только ципролет и начать пить фитолизин
1	«Имодиум» быстро и эффективно избавит вас от «Даниссимо».  #FollowBack #FF_RU
0	Завтра меня ждёт ещё один прекрасный день.  Ну что ж, посмотрим, как хвалёный прозак с этим справится.
0	С гидазипама попробуй. Но лучше флуоксетин
0	У меня есть и ципролет и ципровет(кошачий) - я его начинала давать,а теперь мне дали в уколах антибиотик (масляный,какой-то- я не спросила название)- нельзя же и то и то?!
0	А сальбутамол из России не им продали ? Кто в курсе ?
1	Могу сказать то же самое на примере прозака. Я с нашего за неделю приема стал прикованным к тазику овощем
0	Бля, если я ещё раз увижу где-нибудь слово ТОКСИЧНЫЙ, то, ей-богу, я выжру оставшиеся у меня сорок таблеток алпразолама разом, сука!1! КАК ЖЕ ВЫ РАНЬШЕ ВЫЖИВАЛИ-ТО БЕЗ ЭТОГО СЛОВА, БЕДНЕНЬКИЕ. ДОРВАЛИСЬ!
0	купить пульт и колонки, арендовать студию, записать песню и выпустить несколько альбомов за год   могу: флуоксетин 34 р
0	Если я в группе что-то скажу наперекор практикующей медсестре, будь-то правильный патогенез шока, патогенетическая необоснованность лоперамида, неэффективность ноотропов и т.д., то меня тут же начнут травить незакрытой сессией и отсутствием клинической практики =&gt;
0	Нормальных годных сммщиков всех пересажали, остались лишь наркоманы на баклофене.
0	@bogdan1vg @new_gelen @Gumbert_1980 @LuftGanza ебануться, У свинособаки словесный понос начался. Еблан, иди ксанакса ёбни.
0	Современная фарма прекрасна. Раньше люди гибли от обезвоживания. Ща лоперамидом на угле перекрыл вентель и ходи, как ни в чем
1	@bloodyemaria Как вам новый феназепам? По мне так слабее тревожность снимает, зато сонливость сильнее. Как алпразолам стал
0	Ксанакс(первое что в голову пришло,простите)
0	Я вижу бокал полусухого, случайно смешанный с маминым маленьким помощником (ксанакс?). То ли ещё будет. В той же Германии каждая пятая женщина её возраста жёстко сидит на прозаке.
0	Тутуду , нужен ксанакс , тутуду нужен ксанакс
1	Зипрекса- полный пиздец. самый сильный нейролептик-антипсихотик. из моего опыта: мне назначил его доктор-ебантяй, думая что у меня совсем пиздец проблемы с башкой. так вот, от ЧЕТВЕРТИНКИ я спал ДВОЕ СУТОК БЛЯТЬ, ДВОЕ
0	Лучшее решение в пол шестого утра: пересмотреть все известные клипы нирваны. Лучше только пересмотреть нацию прозака.
0	поэтому и обанкротились, Сеалекс нужен был как раз, чтоб не спать
0	Вентолин (Сальбутомол) совет астматикам если закончился баллон:
1	Пила долго золофт, из побочки отсутствие либидо и тошнота иногда, психиатр сказала, что не особо женский препеарат. Сейчас на прозаке, из побочки только тошнит иногда. ТОЛЬКО НЕ ПЕЙ КАЛИКСТА, + 10 кг, не могла понять откуда, хорошо, что психиатр спалился и быстро вернула вес)
0	@almost_bergman Девочка: я в депрессии Мальчик: давай расстанемся Мужчина: давай на расстоянии Супердед-ультрапенетратор: давай пить ксанакс вместе
0	Врачиха выписала лекарство от холестерина(Крестор) за 1800р., а его аналог (Розувастин) стоит 170. Собственно Крестор и есть Розувастин, но в 10 раз дороже
0	🦋СЛОВАРЬ АНОРЕКСИЧКИ🦋ч 2. "Флу" - Флуоксетин (Антидепрессант, у которого в побочных действиях анорексия, подавляет аппетит) "Бисак" - Бисакодил (Слабительное) "Фуро" - Фуросемид (мочегонное)
0	27 марта. очень мило, что интернет-аптека рекомендует мне купить флуоксетин со скидкой, а потом уточняет, что "строго самовывоз по рецепту"
0	1 капс. сибутрамина гидрохлорида моногидрат 15 мг целлюлоза микрокристаллическая 153.5 мг В целлюлозе 0 кк, саму капсулу я раскрыла и с мешала с водой содержимое, но вдруг это уже не считается голодом и кризис не наступит? АААААА СЧИТАЕТСЯ ЭТО БЛЯТЬ ГОЛОДОМ ИЛИ НЕТ?!😭😭😭😭😭😭
0	В ИК-6 УФСИН России по Ставропольскому краю изъяли партию сильнодействующего психотропного препарата /  / Как показала экспертиза, проведенная специалистами Экспертно-криминалистического центра краевого ГУ МВД, именно прегабалин общей массой около 15 г.. https://t.co/72YcPyGXDp
0	Олимпийский чемпион по плаванию Майкл Фелпс в  олимпийский сезона принимал препарат габапентин-отдельный спорт для табетко глатателей!
1	не принимал сегодня метформин и наконец-то чувство будто все внутренности что-то разъедает исчезло.
1	Это даже не нервная система, это уже психика будет задействована( Однажды мне прописали сибутрамин, который Лорик пила - я чуть не сдохла в первые же три дня, были дикие головные боли( А Лорик вон прекрасно переносила, правда, её причина в другом
1	Во первых надо исключить нагрузку недели на 2, пропить противовоспалительные, если финансы позволяют лучше коксибы, наружные нпвс мази, физиопроцедуры делов-то? Ну и миорелаксанты, миловали или баклосан, с последним аккуратнее, говорят может давление завалить
0	перестань дружить со мной, я тебе не подхожу, потому что мы с тобою ходим к одному врачу поцелуй меня покрепче мы по космосу летим не влюбляйся в меня сильно — это всё флуоксетин
0	На связи сам себе психотерапевт, которому нужна помощь. Дело в том, что мне нужно выбрать какой антидепрессант себе выписать. В начале прошлого месяца выписал себе алпразолам (Золомакс 1мг/50шт). Он мне помогал справиться с такой непомерной задачей, как
0	У меня есть чек-лист, но если к моменту его исполнения я не избавлюсь от депрессии, придется начать юзать флуоксетин.
1	Вопрос знатокам: как пить оланзапин и перестать толстеть?
0	Че там, Lil Peep говорят умер от овердоза ксанакса. Раньше от героина умирали или спидбола, а теперь, блядь, от транквилизаторов
1	@25igonino4ka @OdessaTatiana Это вы зря. Итог талидомида это 40.000 родившихся детей без рук и ног.  А реклама впаривала, как он полезен. Точно тоже с вакцинами.
0	Рофл у Озона не только флуоксетин говнят, но и бисакодил ору
0	Мне нельзя, я на тамифлю(
0	В общем если у вас что-то болит, то рекомендую смесь кодеина, нимесулида и ксанакса. Кажется лечит всё))
1	БЛЯТЬ РЕАЛЬНО ХОЧЕТСЯ УМЕРЕТЬ БЕЗ КВЕТИАПИНА МОЖЕТ ПРОДОЛЖИТЬ ЕГО ЖРАТЬ ТЕМ ПАЧЕ ЧТО Я ПОТОРОПИЛСЯ ГОВОРИТЬ ЧТО ЕСТЬ СИЛЫ ПРОСТО БЫВАЕТ ТАКОЕ ЧУВСТВО ЧТО ЕСТЬ ЧТО СВЕЖАЯ ГОЛОВА НО ВСЁ РАВНО ПОСТОЯННО СПЛЮ МНОГО И НАХУЯ МНЕ СВЕЖАЯ ГОЛОВА ВООБЩЕ
1	@_alekseyt @dsyabitov тогда уж лучше Лоперамид. Мягче, действует быстрее. Фталазол пока перекроет все кусты пометишь. И потом запор на 3 дня
1	Первый: кветиапин Северная звезда, 25мг. Доступность и цена: 9/10, действие в сравнении с оригом: 8/10, побочки в сравнении с оригом: 2/10. Ты хочешь спать и на ориге, но только на этом дженерике у тебя галюны (ты должен бороться со злом, а не стать им) и крючит (не акатизия).
0	чёрная ревность в крови есть перестал, прозак криво вставлял, с травой засада транков нет, сна хуй дождёшься, самооценка ноль, не помогает алкоголь сознание спутано, бред, друзья беспокоятся, я с ними груб
1	С понижением дозы ксанакса реально стал гораздо лучше спать, таки побочка это была, побочка
0	например, при seasonal affective disorder подойдут другие лекарства типа wellbutrin (bupropion), в то время как прозак лучше помогает от депрессии из-за ptsd, а паксил от депрессии в связи с анорексией
0	ну конечно, эксперимент. решили проверить, как будем жить без объявления эпидемии, когда ее нет и без закупки "тамифлю". это ж какое издевательство, не обналичивать на госзакупках бюджет. нам такие эксперименты ни к чему, пусть в своей америке бюджет экономит.
0	Даю Цифран, школяр выхватывает пачку и высматривает надпись "отпускать по рецепту врача"
1	баклофен с алкоголем и вот я: счастливый, весёлый и сильный, по направлению вверх пытаюсь ползти, пытаюсь бежать #мальвинафолловиткотанов
0	@ArtyomGaydysh Тогда адаптол Есть рекситин,но он уже по рецепту и слишком сильные, множество противопоказаний
0	Надо купить себе пароксетин, чтоб взвыть от побочек и забыть о депрессии)
0	За 3 дня выпила 50 таблеток алпразолама. Ну и как мне теперь без него месяц жить?¿
0	я эти все рецепты на алпразолам в лоток кошачий зарою сейчас.
1	антибиотик цифран мерзкий на вкус, хожу уже который день как говна поела и ничем этот привкус не убрать
0	думал что когда закончу учиться перестану пользоваться вентолином так часто - начал пользоваться им больше чем 3 раза в день
1	@Melamoryya @Barsa_01_35 так, я зарылся в инструкции по применению и нарыл, что как раз имодиум, не проникает через гематоэнцефалический барьер, то биш на мозг он не действует и да, есть те, кто занимаются таким, но у меня уже мозг не соображает, кто из них😂
1	А вот рубит меня третий день хули? Это не иммунитет, иначе я б соплями исходила, но нет. Пирацетам с флуоксетином такое взаимодействие даёт?
1	по идее, это всё не норма, но ламотриджин заставляет переставать об этом думать и типа-перестраивать ценности хз то ли повышать дозу то ли не знаю что
0	шо за плагиат из Ксанакса?
1	приступ начался из за вентолина но без него я не могу дышать от спазмов выбирай стул так сказать
0	Будесонид, Костяну полтора года ингаляции с ним делали.
0	@andrii_sbl @elenagenina @BorisBorisenko5 @Bad_Bandera А вжэ  знайшли все украденное?Кроме тамифлю и контрактов на газ,которые в итоге оказались удачными и продуманными,которые,кстати спровоцировал прыщатый  и  умотал отдыхать в карпаты,ничего у  барыг  на Юлю нет.
0	Бадьян, он же звёздчатый анис, был не слишком популярен за пределами Китая, да и там его выращивали в относительно небольших количествах. Однако в начале 2000-х бадьян стал использоваться при производстве лекарства против гриппа Тамифлю (Осельтамивир).
0	@anatoliisharii только параше в отличии от Путина пришлось опрокинуть соточку для храбрости, и лоперамида от адреналина
0	Лучше синица в руках, чем ксанакс в небе
1	Новости: с паксила очень хочется спать
1	очень люблю нечаянно пропускать прием прегабалина а потом удивляться что ж мне так хуево
0	Вот вот, ну был и был, отьехал от палённого Ксанакса, доигрался в "реальную жизнь"
1	Так разогнал прегабалин что в какой-то момент на несколько минут потерял связь с реальностью совсем.Не понравилось.До сих пор отхожу от это.
1	Поняла, что расстройство сна у меня не из-за дулоксетина, потому что оно обострилось при увеличении дозы ламотрика. Сегодня мне снилось, что я вынуждена жить на 10 этаже в шатающемся доме с боязнью высоты. А мне говорят, что дом не шатается, мне просто кажется.
1	Принимая, например, прозак очень сложно заснуть. Пять месяцев почти провел на снотворных. Потом почему-то отпустило
1	выпила велаксин и умираю от тошноты. к черту такую жизнь, господа.
1	Белый Бим Чёрная ревность в крови есть перестал прозак криво вставлял с травой засада транков нет сна хуй дождешься самооценка ноль не помогает алкоголь сознание спутано бред друзья беспокоятся я с ними груб когда человек влюблён с нихуя он превращается в злобный труп
0	Фуры ксанакса дошли до Sony, что в итоге повлияло на анонс фильма о Веноме. Надеюсь, как только их отпустит, у них выйдет что-то годное.
1	Пью прозак Не могу пока сказать что появилась мотивация жить и работать   Зато тошнит постоянно 🤢 и настроение скачет от нормального (жизнь прикольная штука)  до рыдального (my life sucks).
0	он играл юриста и отца дочери, пострадавшей от талидомида, в фильме «Contergan»
0	ХЛЕБНЫЙ ДОМ Кекс Ягодное лукошко с ксанаксом 140г фл/ а  (Фацер)                                                 62,90₽
0	Получены противоречивые данные при лечении диабета 2-го типа метформином:ранее показано, что он уменьшает риск нейродегенеративных патологий
0	Мам конвалис это мой друг из латвии
1	спрашивает зачем тебе нужен прегабалин  говорю побочные у меня от ад были в виде судорог он говорит ОТ ТВОЕГО АД ТАКОГО НЕ БЫВАЕТ  бич????? скажи это моему организму И графе побочек в инструкциях
1	Я не верила своей подруге, что у неё расширялись зрачки от паксила.  Привет, моя девочка, дулоксетин тоже расширяет.
1	Только без прозака. От него немного самовыпилиться хочется.
0	С эманеры перешел на какой-то "Омезак"
0	Флу это флуоксетин? Разве это не тоже самое что и прозак?
1	Серотонин понижен. Тут либо флуоксетин либо каннабис
1	ненавижу блять. если на прозаке анорексигенный эффект заключается в том, что еда перестаёт успокаивать, то какой-то это хреновый эффект.
0	@bo770m Пайта? Донецкое быдло подъехало?  Там таблетки, чисто рекламная кампания ксанакса
0	и его внук, ламотриджин, который польский только на треть
0	– завела дружочка галю  – ламотриджин – роаккутан (хоть и дженерик) – стала заказывать серёжки и смешные носки на алике – купила вэнсы &gt;
1	из-за флуоксетина катастрофически не хочется что-либо есть, но почему-то БЛИНЫ ИЗ ТЕРЕМКА в меня влезают всегда  Теремок, спасибо что живая
0	Мне утверждают , что опаздывать некрасиво , но я сплю на матрасе из флуоксетина .
0	Дорогой дневник! Я вынесла еще один день, и из этого дня я вынесла, что НЕЛЬЗЯ НЮХАТЬ ФЛУОКСЕТИН, спасибо болевым рецепторам в слизистой!
1	да я за 6 лет много чего пережрал, последний раз кушал спитомин, гидроксизин и прегабалин поочерёдно. апатия только усиливалась, ничё не делал &gt; ловил неврозы от этого и самобичевался как мог, замкнутый круг. без них я щас ошалелый, но хотя бы дееспособный :'^)
0	ребят не хочу вас расстраивать, но в россии ксанакс (и другие препараты алпразолама) тоже прописывают, и не в тех же случаях, когда выписывают феназепам.
0	Флуоксетин детям до 18 НЕЛЬЗЯ (мне его выписали потому что мне вот-вот 18 будет уже) в особенности потому что он повышает риск самоубийства понимаете да? Пить такой антидепрессант для похудения это уже маразм
1	Годные таблетки (венлаксор). У меня вначале от них было сердцебиение, расширенные зрачки и головокружение, но через три месяца они начали работать по назначению. Не бросай, если что, слишком рано. It takes time.
0	я бы предложила тебе лоперамид, но ты уже обосрался
0	У меня всегда в сумке цитрамон и лоперамид)
1	походу я единственный в мире человек который толстеет от флуоксетина :(
0	Прямо таки вижу воочию, как ципролет кнутом гонит мои сопли из носа
0	Купи лекарство Баклофен или Баклосан, и все будет хорошо
0	я сижу за компом,у меня закончился сальбутамол,и я ищу где его подзарядить. Беру свой последний сальбутамол и проверяю,есть ли там что
0	@djinn_rd @timelordrose Все так  Теперь только ксанакс
0	-четвертый стакан. -и ты живая. -я живая. -под прозаком. -дааа! под прозаком!^^
1	Когда ты принимаешь а/д. Ты не замечаешь их действия. Ты пьёшь и пьёшь, а потом думаешь нафиг я их пью и так все вроде прошло. А это они подействовали просто. Привыкание и отмена это у комплексных а/д типа паксила. Их параноикам прописывают.
0	Нервный какой денёк резко к вечеру стал, а я не помню, пила ли с утра велаксин
1	Паксил. Это антидепрессанты. Считаются вроде как лёгкими, но приход от них хороший. Вызывают абсолютное чувство похуизма совершенно на всё. У меня подруга на них сидела после развода, а я периодически стреляла у неё, когда совсем херово было.
1	Предположительно артист умер перед своим концертом от передозировки «Ксанаксом».
0	Привет, прозак с феназепамом. Всегда мечтал о вас.
0	В моей аптечке такого нет) у меня есть Лоперамид и Спазмалгон
0	Поставка товара (лекарственные средства: Этанерцепт) для нужд ФГБУ "УрН #tender
0	Тамифлю лишнее, это строго от гриппа, при нем на суды не ходят точно
1	меня и так тошнит постоянно то от алкоголя то от прозака но когда я ко всему ещё и заболела ситуация стала вообще критической
0	надеюсь, что в аптеку уже привезли мою упаковку паксила, и я не зря припрусь
0	@korevka однажды она прогрызла зубами банку ксанакса и высосала все таблы через маленькую дырочку
1	Итак, проснулась, от тревоги всё дрожит, начинаем тестировать местный аналог ксанакса, день первый
0	Вообще пару дней назад почувствовала странную эмоцию, когда не смогла с ходу вспомнить слово "оланзапин".
1	И так, Эутирокс 125 работает👌. Вес уходит .  Это не для похудения, это моя щитовидная железа фсё ёк, из-за этого пошел резкий набор. ☝️ Обследуйтесь у эндокринолога, сдайте кровь на всякие там ТТ, если вдруг стали набирать вес на ровном месте и чувствуете постоянную усталость.
0	меня хватило на 5 месяцев. привет, паксил
0	Фонбет заебал почти как Сеалекс
0	После уборки выяснилось, что в тумбе рядом с моей кроватью можно найти следующее: - Три пачки флуоксетина - Пачку феназепама - Три презерватива - Сигаретный окурок - Сигары с ромом - Открывашку - Игрушку из Киндера ЕЩЕ С ТЕХ ПОР КАК Я ЖИЛА В ТУРКМЕНИИ - Восемь зажигалок
0	а вот прозак и не основной, войд основной
0	Я бы уже ципролет начала себе капать
1	Я уже и забыла что отменять венлафаксин НИХУЯСЕБЕ ПОМОГИТЕ
0	Перед экзаменом нооооочь, Бессонная дрооожь, Здесь кофе и стресс, "Серетид" и "тромблесс", Ну хватит, хорош. Вот девять утрааааа, К Ортенбергу порааааа, Билетик тяни, Обратно клади, Да брось, не реви.
1	так сегодня первый день уменьшения эсциталопрама и увеличения венлафаксина надеюсь организм не умрёт страшной смертью
0	Вентолин стоит как пачка сигарет. Странная ирония.
0	Просто как же доебало, что единственным гарантом желания проснуться утром остаётся литий, а единственный стоп-кран, чтобы не рыдать каждый вечер как хуйня - это кветиапин. ЗАЕБАРМА, ПАЦАНЫ, ВСЕМ БИПОЛЯРКИ ЗА МОЙ СЧЁТ
0	И ещё вопрос: длительный приём препаратов (левотироксин 60 мкг и циталопрам) даёт негативные эффекты на сердечно-сосудистую систему?
0	@PlainRot Феназепам - это в компанию к реланиуму как более сильный. Из того, что попроще - амитриптилин, карбамазепин, флуоксетин.
0	@alora_tu Ахахпз😂 Ну так то да, спасибо)) При гриппе помогает осельтамивир, он же "Тимифлю" и тд, это его действующее вещество) Помогает прям, инфа сотка, я читал 😎 А почти всё остальное а-ля от гриппа эт иммуномодуляторы, которые фуфло, гыы))
0	Вообще алкоголь не то чтобы совсем нельзя с прозаком, с него просто можно в блэк уйти быстро (гораздо быстрее, чем обычно).
1	Вот русский флуоксетин хороший, ядрёный, крепкий, выпьешь таблетку, ходишь припизднутый и ебись оно всё в рот, сразу видно русские люди делали.  Не то что бездуховный австрийский, аккуратненький такой, очищенный, чтобы тонкую психику толерантного европейца не повредить, тьфу.
1	@sanyacharon Привет,  котенок,  я человек с тем же диагнозом, уже полтора месяца принимаю пароксетин и пока не вижу эффекта (твой тред вызвал надежду)  Как думаешь, ТДР давит на восприятие?  У меня страх,  что я не люблю своего человека,  потому что не испытываю того,  что было до депрессии
0	и они дадут тебе ЛОПЕРАМИД
0	Всем пох ,что ты наркоманка . Это было очевидно . И это не секрет ,что ты ксанаксом кидаешься
0	@heydestructum кветиапин еще и послабже сероквеля (но в цирке выступают оба)
0	еду в маршрутке, возле меня у чела играет ПЕРКОСЕТ, МАЛЛИ ПЕРКОСЕТ боже малой тебе что интернет отрубили???
0	девочки под фенепамом, мальчики под ксанаксом
1	Опубликованы результаты сисиемных наблюдений по ингибиторам протонной помпы.  У принимающих препараты этой группы (омепразол,эзомепразол, ланзопразол) существенно увеличиваются шансы на развитие тяжелого поражения почек https://t.co/Zks9xCYCxW
